CellLine,Assay,Description,Instrument,Archive,Accession,Sex,Culture,Passage,FileName,FileMD5,ftp_link
HPSI1014i-nosn_6,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1861391,ERR1861391,female,Feeder-free,13,21556_8.cram,fda600da17faebfde1f6255d1cb4a18e,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1861391/21556_8.cram
HPSI1014i-nosn_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1861390,ERR1861390,female,Feeder-free,11,21556_7.cram,81a5b1bc0cd6dfeb7032bf118252cd5a,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1861390/21556_7.cram
HPSI1014i-kefb_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860860,ERR1860860,male,Feeder-free,23,20406_3#4.cram,f560185772b440a31eb61b315b0a1bac,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860860/20406_3%234.cram
HPSI1014i-kefb_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860380,ERR1860380,male,Feeder-free,23,20386_3#4.cram,41c1c6ceb08ec8b159ccffbeb953255c,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860380/20386_3%234.cram
HPSI1014i-kefb_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860476,ERR1860476,male,Feeder-free,23,20387_3#4.cram,bb9c165a9b3fc0f8c05445c3a108bdca,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860476/20387_3%234.cram
HPSI1014i-kefb_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1861148,ERR1861148,male,Feeder-free,23,20413_3#4.cram,c31dc4733b5dc38deae802e0500772b0,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1861148/20413_3%234.cram
HPSI1014i-kefb_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1861244,ERR1861244,male,Feeder-free,23,20414_3#4.cram,a26dc2615b76cd354428449f190a8c41,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1861244/20414_3%234.cram
HPSI1014i-kefb_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860668,ERR1860668,male,Feeder-free,23,20404_3#4.cram,14eeeb0223784738b9fbd290a956c7f3,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860668/20404_3%234.cram
HPSI1014i-kefb_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859900,ERR1859900,male,Feeder-free,23,20379_3#4.cram,2daff4ef0b7340a9e36a9dcdb8a37b64,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859900/20379_3%234.cram
HPSI1014i-kefb_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860956,ERR1860956,male,Feeder-free,23,20407_3#4.cram,ebc8749dab879947516f3487a2551f68,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860956/20407_3%234.cram
HPSI1014i-kefb_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860572,ERR1860572,male,Feeder-free,23,20403_3#4.cram,1e3272e091a8beb5168594c6afae8101,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860572/20403_3%234.cram
HPSI1014i-kefb_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1861052,ERR1861052,male,Feeder-free,23,20409_3#4.cram,1317024ea9a588deaad2c47d6003776f,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1861052/20409_3%234.cram
HPSI1014i-kefb_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859996,ERR1859996,male,Feeder-free,23,20380_3#4.cram,d7a0bd6db1160aaa54ffeaeb52a8dece,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859996/20380_3%234.cram
HPSI1014i-kefb_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860764,ERR1860764,male,Feeder-free,23,20405_3#4.cram,b4d95707fb897bd2decf93a8385a8359,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860764/20405_3%234.cram
HPSI1014i-juuy_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860074,ERR1860074,male,Feeder-free,24,20382_1#10.cram,d0aadda8be77fe83f609bcd5b4828725,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860074/20382_1%2310.cram
HPSI1014i-juuy_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859114,ERR1859114,male,Feeder-free,24,20353_1#10.cram,e65b08fa88adfde0ad52bd8e4c1e1a6a,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859114/20353_1%2310.cram
HPSI1014i-juuy_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859498,ERR1859498,male,Feeder-free,24,20359_1#10.cram,9c3c0039626d65a0850213c48992df3c,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859498/20359_1%2310.cram
HPSI1014i-juuy_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860266,ERR1860266,male,Feeder-free,24,20384_1#10.cram,fcbaf56ce943889571b353d2e371e264,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860266/20384_1%2310.cram
HPSI1014i-juuy_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859594,ERR1859594,male,Feeder-free,24,20363_1#10.cram,44d959b41b24cbc50765ad1d63f66657,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859594/20363_1%2310.cram
HPSI1014i-juuy_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859786,ERR1859786,male,Feeder-free,24,20375_1#10.cram,4cbaa8d4668588b98b0348737c88f9e6,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859786/20375_1%2310.cram
HPSI1014i-juuy_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859402,ERR1859402,male,Feeder-free,24,20357_1#10.cram,7ba5a857a06b6b753bf00a2549cb642c,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859402/20357_1%2310.cram
HPSI1014i-juuy_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859306,ERR1859306,male,Feeder-free,24,20356_1#10.cram,dd78df9d2cd8aef25a11b19dfad960c9,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859306/20356_1%2310.cram
HPSI1014i-juuy_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859018,ERR1859018,male,Feeder-free,24,20349_1#10.cram,e40a545d0ea00a23abbd975f15ba114a,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859018/20349_1%2310.cram
HPSI1014i-juuy_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859690,ERR1859690,male,Feeder-free,24,20364_1#10.cram,f6891c192cb1c78d592d97387fb69b07,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859690/20364_1%2310.cram
HPSI1014i-juuy_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860170,ERR1860170,male,Feeder-free,24,20383_1#10.cram,184ec8d8dd32f1573bbea4495e956438,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860170/20383_1%2310.cram
HPSI1014i-juuy_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859210,ERR1859210,male,Feeder-free,24,20354_1#10.cram,1b06df0169e626ee23aa0386d6330079,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859210/20354_1%2310.cram
HPSI1014i-eesb_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858852,ERR1858852,female,Feeder-free,10,20343_3#12.cram,c848829a59bec08307cb3cd24278248b,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858852/20343_3%2312.cram
HPSI1014i-eesb_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858180,ERR1858180,female,Feeder-free,10,20313_3#12.cram,1211d09229ab770ae94b7a72f32366d7,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858180/20313_3%2312.cram
HPSI1014i-eesb_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858948,ERR1858948,female,Feeder-free,10,20345_3#12.cram,52eaee52704791104387a587d94b4e4c,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858948/20345_3%2312.cram
HPSI1014i-eesb_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858372,ERR1858372,female,Feeder-free,10,20319_3#12.cram,8abc0c924a2b7aecaea9ce79cd31d5bb,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858372/20319_3%2312.cram
HPSI1014i-eesb_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858564,ERR1858564,female,Feeder-free,10,20340_3#12.cram,0ab8e61a73a2f921a0187b3c2d6537b5,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858564/20340_3%2312.cram
HPSI1014i-eesb_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858660,ERR1858660,female,Feeder-free,10,20341_3#12.cram,ac55ffe1f74d2672dd04ef10610b98d3,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858660/20341_3%2312.cram
HPSI1014i-eesb_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858468,ERR1858468,female,Feeder-free,10,20329_3#12.cram,ed03b21c8d82a004c38530bf0c13f8d9,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858468/20329_3%2312.cram
HPSI1014i-eesb_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858276,ERR1858276,female,Feeder-free,10,20314_3#12.cram,dcdfa35832cc67c5a39a9bc090cc52a2,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858276/20314_3%2312.cram
HPSI1014i-eesb_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1858756,ERR1858756,female,Feeder-free,10,20342_3#12.cram,f4fb8df962c1457b16078e9043c9bceb,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1858756/20342_3%2312.cram
HPSI1014i-bilx_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859130,ERR1859130,male,Feeder-free,29,20353_3#2.cram,71580ac59d0047ca617cbbe79d8fbb28,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859130/20353_3%232.cram
HPSI1014i-bilx_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859514,ERR1859514,male,Feeder-free,29,20359_3#2.cram,d48bf576cd2e06aac1b24fbd661fe386,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859514/20359_3%232.cram
HPSI1014i-bilx_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859034,ERR1859034,male,Feeder-free,29,20349_3#2.cram,8500d56b3f02cfb5c41b6dec5f3c995b,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859034/20349_3%232.cram
HPSI1014i-bilx_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860090,ERR1860090,male,Feeder-free,29,20382_3#2.cram,2ac5ba92533f45566c634a8e3470d369,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860090/20382_3%232.cram
HPSI1014i-bilx_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859226,ERR1859226,male,Feeder-free,29,20354_3#2.cram,591e1b5d3a5e417271c69e0a84a0661b,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859226/20354_3%232.cram
HPSI1014i-bilx_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859610,ERR1859610,male,Feeder-free,29,20363_3#2.cram,e3ce289c322398ff10730c4674bbc4ba,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859610/20363_3%232.cram
HPSI1014i-bilx_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859418,ERR1859418,male,Feeder-free,29,20357_3#2.cram,fc0defb851e088d3748b3ab3f2b05257,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859418/20357_3%232.cram
HPSI1014i-bilx_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859322,ERR1859322,male,Feeder-free,29,20356_3#2.cram,292bdbe9953dc79dfff2117a9e57425a,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859322/20356_3%232.cram
HPSI1014i-bilx_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859706,ERR1859706,male,Feeder-free,29,20364_3#2.cram,8519514ccba6d6104581b57011ab6087,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859706/20364_3%232.cram
HPSI1014i-bilx_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860186,ERR1860186,male,Feeder-free,29,20383_3#2.cram,8758119610de23d9e459c64fd33aa31f,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860186/20383_3%232.cram
HPSI1014i-bilx_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860282,ERR1860282,male,Feeder-free,29,20384_3#2.cram,7f8bc8d164e714b645985c8c44473ea1,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860282/20384_3%232.cram
HPSI1014i-bilx_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859802,ERR1859802,male,Feeder-free,29,20375_3#2.cram,51f9687fc55fccd71485b96719d3670a,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859802/20375_3%232.cram
HPSI1014i-bilx_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859826,ERR1859826,male,Feeder-free,13,20375_5#2.cram,f197924c7dd292ff844fbc5b229160a5,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859826/20375_5%232.cram
HPSI1014i-bilx_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859250,ERR1859250,male,Feeder-free,13,20354_5#2.cram,debd6ec33ec9add8331a074fa1facfd1,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859250/20354_5%232.cram
HPSI1014i-bilx_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859538,ERR1859538,male,Feeder-free,13,20359_5#2.cram,d5285b00e19215315da659ae31ce5908,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859538/20359_5%232.cram
HPSI1014i-bilx_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859058,ERR1859058,male,Feeder-free,13,20349_5#2.cram,4f48afcecb1568dc6055ccd1dfa06d73,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859058/20349_5%232.cram
HPSI1014i-bilx_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859442,ERR1859442,male,Feeder-free,13,20357_5#2.cram,7510ab0ce884aa65e3ea9a3a6c2b3a99,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859442/20357_5%232.cram
HPSI1014i-bilx_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859634,ERR1859634,male,Feeder-free,13,20363_5#2.cram,0a663cf2136efd398e7801f4657c8990,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859634/20363_5%232.cram
HPSI1014i-bilx_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860210,ERR1860210,male,Feeder-free,13,20383_5#2.cram,d1e0771e3743e22582956ae2dde34c4e,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860210/20383_5%232.cram
HPSI1014i-bilx_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859154,ERR1859154,male,Feeder-free,13,20353_5#2.cram,b7a38596911f1d7525cdbdcb4c5735eb,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859154/20353_5%232.cram
HPSI1014i-bilx_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860114,ERR1860114,male,Feeder-free,13,20382_5#2.cram,f536c8e7e93a656b3db78ce85c71cc12,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860114/20382_5%232.cram
HPSI1014i-bilx_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859346,ERR1859346,male,Feeder-free,13,20356_5#2.cram,f2eb7ddaba27ec377285d2cb61f35f7f,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859346/20356_5%232.cram
HPSI1014i-bilx_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860306,ERR1860306,male,Feeder-free,13,20384_5#2.cram,020dd8f704c441a9ed2e137ebdb017d9,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860306/20384_5%232.cram
HPSI1014i-bilx_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859730,ERR1859730,male,Feeder-free,13,20364_5#2.cram,6563bb9da81094bf05a6d2d1d519d1ee,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859730/20364_5%232.cram
HPSI1014i-babz_3,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860429,ERR1860429,female,Feeder-free,22,20386_7#5.cram,a2b0d8e7397ca677d08ebfa7b1328241,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860429/20386_7%235.cram
HPSI1014i-babz_3,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860813,ERR1860813,female,Feeder-free,22,20405_7#5.cram,f8df2fdad43ddf15fd3a452cede90e4d,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860813/20405_7%235.cram
HPSI1014i-babz_3,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1861293,ERR1861293,female,Feeder-free,22,20414_7#5.cram,84872bda28ee5c98dd7da04d31b2c3fb,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1861293/20414_7%235.cram
HPSI1014i-babz_3,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860525,ERR1860525,female,Feeder-free,22,20387_7#5.cram,eeb719a13411ca3804a766548a52f3bd,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860525/20387_7%235.cram
HPSI1014i-babz_3,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1861101,ERR1861101,female,Feeder-free,22,20409_7#5.cram,3935bf3294b03fe3cb9bde2b26e4276f,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1861101/20409_7%235.cram
HPSI1014i-babz_3,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1859949,ERR1859949,female,Feeder-free,22,20379_7#5.cram,4b61c3dd0c9ade96de0b84696e495742,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR185/ERR1859949/20379_7%235.cram
HPSI1014i-babz_3,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860717,ERR1860717,female,Feeder-free,22,20404_7#5.cram,2debb9b06961ccb279493d7a5a97f633,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860717/20404_7%235.cram
HPSI1014i-babz_3,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1861005,ERR1861005,female,Feeder-free,22,20407_7#5.cram,461ca53788be4233dadefb9bc1ac89bd,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1861005/20407_7%235.cram
HPSI1014i-babz_3,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860909,ERR1860909,female,Feeder-free,22,20406_7#5.cram,17f1a1216908fc61707a776e0baa54e5,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860909/20406_7%235.cram
HPSI1014i-babz_3,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860045,ERR1860045,female,Feeder-free,22,20380_7#5.cram,1cf42d5d4287feb446a0b9fe1644c4c1,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860045/20380_7%235.cram
HPSI1014i-babz_3,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860621,ERR1860621,female,Feeder-free,22,20403_7#5.cram,a57925e2ce5fe946d141edeeeaeca078,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860621/20403_7%235.cram
HPSI1014i-babz_3,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1861197,ERR1861197,female,Feeder-free,22,20413_7#5.cram,0f9fbae86ebc1c26c9e67f695aba414c,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1861197/20413_7%235.cram
HPSI1013i-zagm_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR2180182,ERR2180182,male,Feeder-free,8,23999_7.cram,6ba722157ffdf56bdd22e06bbcc25f79,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR218/ERR2180182/23999_7.cram
HPSI1013i-yemz_3,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1871965,ERR1871965,male,Feeder-free,22,21585_1.cram,485e71e8eac59a50615c202979b0d1fc,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1871965/21585_1.cram
HPSI1013i-yemz_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1861376,ERR1861376,male,Feeder-free,21,21546_1.cram,10f3c64eb8adebd33e8b1af51928e765,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1861376/21546_1.cram
HPSI1013i-wuye_3,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1871979,ERR1871979,female,Feeder-free,22,21586_7.cram,bd239c3eef8bb7954274fce64d454fdc,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1871979/21586_7.cram
HPSI1013i-wuye_2,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1871978,ERR1871978,female,Feeder-free,37,21586_6.cram,6537f09deec7ab42db4f2fba829d45a0,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1871978/21586_6.cram
HPSI1013i-wopl_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1882671,ERR1882671,male,Feeder-free,22,21626_8#1.cram,dfb929494d886e82757653872b43114f,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1882671/21626_8%231.cram
HPSI1013i-woci_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR2180174,ERR2180174,female,Feeder-free,18,23998_7.cram,7e07f9f4cec8ea807d1ad3377a0ad809,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR218/ERR2180174/23998_7.cram
HPSI1013i-sita_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860946,ERR1860946,male,Feeder-free,25,20407_2#6.cram,c156969e533786403824bfd998c286e5,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860946/20407_2%236.cram
HPSI1013i-sita_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860850,ERR1860850,male,Feeder-free,25,20406_2#6.cram,024362d7332cb4b39091d65673f68543,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860850/20406_2%236.cram
HPSI1013i-sita_1,Wholegenomesequencing,Rawsequencingreads,HiSeqXTen,http://www.ebi.ac.uk/ena/data/view/ERR1860754,ERR1860754,male,Feeder-free,25,20405_2#6.cram,1e4b83cbece0c2ea5f74695cc5e1a333,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1860754/20405_2%236.cram
